ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
2,8:35am,1 Leopard stationary,"H3, 900m S of the Biyamiti Bridge Near Malelane",5/5,jayjay269,"Jan 2, 2024 · 6:59 AM UTC",40m
12,7:16am,Pack of Wild Dogs stationary,"H3, at the S121 junction Near Malelane",5/5,ahmaaad madjooolooos lities,"Jan 2, 2024 · 5:34 AM UTC",2h
21,5:15pm,3 Lions on the move,"H4-1, 800m W of Sunset dam Near Lower Sabie",5/5,ViajerosCallejeros,"Jan 1, 2024 · 3:41 PM UTC",15h
22,5:31pm,2 Lions sleeping,"S119, 250m E of S119 Near Malelane",4/5,Mo41,"Jan 1, 2024 · 3:35 PM UTC",16h
24,5:10pm,1 Leopard in a tree on the side of the road,"S25, 2.3km W of S27 Near Crocodile Bridge",5/5,RyanB96,"Jan 1, 2024 · 3:30 PM UTC",16h
25,11:59am,2 Lions stationary,"H12, 1km S of H1-2 Near Skukuza",5/5,ViajerosCallejeros,"Jan 1, 2024 · 3:20 PM UTC",16h
26,4:10pm,2 Lions mating,"S84, at Mantimahle dam loop off H1-2 Near Skukuza",5/5,rvdlaan,"Jan 1, 2024 · 3:20 PM UTC",16h
27,4:20pm,10 Elephants eating,"S25, 8.8km E of S119 Near Malelane",5/5,Mo41,"Jan 1, 2024 · 3:19 PM UTC",16h
29,4:06pm,3 Buffalos grazing,"H4-2, 900m N of H5 Near Lower Sabie",4/5,AmyWall,"Jan 1, 2024 · 3:19 PM UTC",16h
33,4:40pm,9 Wild Dogs on the move,"H3, at S118 junction Near Malelane",5/5,Neels,"Jan 1, 2024 · 3:00 PM UTC",16h
34,1:45pm,1 Leopard in a tree,"H7, close to S12 on S side of road Near Satara",5/5,Alberto - Matimba Bush Lodge,"Jan 1, 2024 · 2:59 PM UTC",16h
35,4:13pm,Photo of the Leopard in a tree,"S25, 4.9km W of H4-2 Near Crocodile Bridge",5/5,DanielvandeVlag,"Jan 1, 2024 · 2:19 PM UTC",17h
36,4:12pm,1 Leopard in a tree,"S25, 4.9km W of H4-2 Near Crocodile Bridge",5/5,DanielvandeVlag,"Jan 1, 2024 · 2:15 PM UTC",17h
38,3:39pm,1 Crocodile stationary,"S1, 270m E of S65 Near Skukuza",4/5,Sachak,"Jan 1, 2024 · 2:08 PM UTC",17h
39,3:22pm,3 Elephants eating,"S1, 2.4km E of S4 Near Skukuza",5/5,Sachak,"Jan 1, 2024 · 2:08 PM UTC",17h
40,12:54pm,1 Lion sleeping,"H4-1, 2.8km E of H11 Near Skukuza",3/5,DenayCass,"Jan 1, 2024 · 2:08 PM UTC",17h
42,2:47pm,2 Lions stationary,"H7, 100m up towards Tamboti/Maroela on the sand road Near Orpen",5/5,MatthewLeigh,"Jan 1, 2024 · 2:07 PM UTC",17h
43,12:47pm,1 Black backed Jackal on the move,"S39, 9.8km W of H1-4 Near Olifants",2/5,JoedeWet,"Jan 1, 2024 · 2:07 PM UTC",17h
45,1:02pm,1 Lion stationary,"H3, 4,4km N of S113 Near Skukuza",4/5,JadynStoltz,"Jan 1, 2024 · 2:07 PM UTC",17h
47,2:40pm,2 Lions on the move,"S110 tar, 3km W of H3. They turned up the dirt road towards the Malalane Private Camp. Near Malelane",5/5,Blommestijn Family,"Jan 1, 2024 · 1:04 PM UTC",18h
48,1:34pm,6 Wild Dogs sleeping,"H1-2, 300m from H10, next to road Near Tshokwane",5/5,Antoinette,"Jan 1, 2024 · 12:57 PM UTC",18h
52,1:56pm,1 African Fish Eagle stationary,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:19 PM UTC",19h
53,1:30pm,Mating pair of Lion,"S119, 500m E of Gardenia hide Near Malelane",5/5,Neels,"Jan 1, 2024 · 12:10 PM UTC",19h
54,2:02pm,1 Lion ,"H1-2, at Manzimahle dam Near Skukuza",5/5,Shehzaad,"Jan 1, 2024 · 12:10 PM UTC",19h
56,11:20am,1 Leopard on the move,"H3, 350m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:05 PM UTC",19h
57,12:54pm,2 Lions stationary,"H1-2, 600m W of S83 E junction Near Skukuza",5/5,Zandri F,"Jan 1, 2024 · 11:59 AM UTC",19h
62,12:30pm,1 Leopard relaxing in a marula tree,"S110 tar, 1.4km W of H3 Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 11:49 AM UTC",19h
63,12:37pm,2 Lions stationary,"H4-1, 450m E of H11 Near Skukuza",2/5,Lalessandra,"Jan 1, 2024 · 11:48 AM UTC",19h
64,12:15pm,2 Lions sleeping,"H7, just E of Tamboti turnoff Near Orpen",5/5,Pleunvanderloo,"Jan 1, 2024 · 11:48 AM UTC",19h
66,12:30pm,1 Tawny Eagle stationary,"S119, 300m E of Gardenia hide Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",20h
67,11:50am,1 Martial Eagle stationary,"H3, 400m S of S118 Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",20h
68,10:56am,1 Leopard sleeping,"H10, 2.9km N of S128 S, in leadwood tree Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 11:18 AM UTC",20h
71,11:51am,3 Lions,"S114, 550m S of S22 Near Skukuza",4/5,pezza,"Jan 1, 2024 · 10:08 AM UTC",21h
74,11:20am,1 Leopard in a tree,"H1-1, 1.8km N of S114 Near Skukuza",5/5,adanfra,"Jan 1, 2024 · 9:38 AM UTC",22h
75,10:47am,1 Lion stationary,"H3, 4.8km S of S112 Near Skukuza",5/5,adanfra,"Jan 1, 2024 · 9:38 AM UTC",22h
76,10:56am,1 Leopard sleeping in leadwood tree,"H10, 2.9km N of S128 S junction Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 9:25 AM UTC",22h
77,11:10am,4 Elephants on the move,"S1, 1.5km E of S4 Near Skukuza",5/5,Landog,"Jan 1, 2024 · 9:18 AM UTC",22h
80,10:35am,5 Lions stationary,"H4-2, 300m N of S25, 100m off under a bush Near Crocodile Bridge",3/5,AmyWall,"Jan 1, 2024 · 9:03 AM UTC",22h
81,10:30am,1 Leopard on the move,"S1, 1.8km E of S3 Near Phabeni",4/5,Landog,"Jan 1, 2024 · 9:02 AM UTC",22h
82,10:16am,5 Wild Dogs stationary,"H3, 200m N of S118 Near Malelane",4/5,hfrancois598,"Jan 1, 2024 · 9:02 AM UTC",22h
83,9:03am,1 Leopard marking territory,"S114, 600m S of S121 Near Malelane",5/5,Levivdv,"Jan 1, 2024 · 9:02 AM UTC",22h
85,6:24am,1 Lion,"H4-1, 2.3km E of H11 Near Skukuza",4/5,Bradleydigz,"Jan 1, 2024 · 8:11 AM UTC",23h
86,9:57am,1 Leopard Tortoise on the move,"H3, 2.1km N of S114 Near Malelane",5/5,hfrancois598,"Jan 1, 2024 · 8:11 AM UTC",23h
87,9:51am,1 Squacco Heron eating,"S25, Biyamiti River Bridge Near Biyamit Bush Camp",5/5,Wilson Fam,"Jan 1, 2024 · 8:11 AM UTC",23h
89,9:33am,2 Lions stationary,"H4-1, 2.6km E of H11 Near Skukuza",5/5,Zoeb1005,"Jan 1, 2024 · 8:10 AM UTC",23h
90,9:54am,2 Lions,"H1-2, in Mutlumuvi riverbed Near Skukuza",5/5,Zein,"Jan 1, 2024 · 7:58 AM UTC",23h
91,9:38am,10 Elephants crossed road,"S110 tar, 1.1km W of H3 Near Malelane",5/5,hfrancois598,"Jan 1, 2024 · 7:55 AM UTC",23h
93,8:45am,1 Leopard hunting,"H3, 1.6km S of the Biyamiti Bridge Near Jock Safari lodge",5/5,AfricanBushKingdom,"Jan 1, 2024 · 7:54 AM UTC",23h
94,9:01am,1 Lion sleeping,"S119, 500m S of Gardenia Hide, on the other side of the river Near Malelane",5/5,adanfra,"Jan 1, 2024 · 7:54 AM UTC",23h
97,6:28am,1 Leopard in a tree,"S25, 2km W of S27 on S side Near Crocodile Bridge'",4/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 7:45 AM UTC",23h
101,8:00am,2 Lions stationary,"S114, 2km N of Biyamiti Weir (S139) Near Malelane",5/5,CF wildlifephotography,"Jan 1, 2024 · 7:34 AM UTC",Jan 1
102,9:04am,3 Lions stationary,"S118, about 100m from S114 at James' watering hole, by the reservoir. Near Malelane.",2/5,Lunga,"Jan 1, 2024 · 7:34 AM UTC",Jan 1
103,8:46am,1 Leopard in a tree,"S25, 2km W from the S27, on the S side. 200m in. Near Crocodile Bridge",5/5,Team Brandon and Sparky,"Jan 1, 2024 · 7:34 AM UTC",Jan 1
105,8:30am,1 Leopard in a tree,"H3, 1km N of S110 tar road Near Malelane",5/5,Keaton and the Anthony's,"Jan 1, 2024 · 7:33 AM UTC",Jan 1
107,8:52am,1 Leopard in a tree,"S25, 1.8km W of S27 Near Crocodile Bridge",3/5,BushAddict,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
108,8:06am,2 Buffalos,"H4-2, 3.5km S of H10 Near Lower Sabie",4/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
109,7:43am,1 Hippopotamus stationary,"H4-2, 110m N of S28 N junction Near Lower Sabie",5/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
110,7:38am,2 Tortoises,"H4-2, 210m S of S28 N junction Near Lower Sabie",5/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
111,6:36am,3 Lions stationary,"H4-2, 1.1km N of S25 Near Crocodile Bridge",5/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
112,6:36am,3 Lion stationary,"H4-2, 1.1km N of S25 Near Crocodile Bridge",5/5,PhilipHattingh,"Jan 1, 2024 · 6:58 AM UTC",Jan 1
113,7:38am,2 Kori Bustard ,"H9, just before S96 Near Letaba",5/5,bux family,"Jan 1, 2024 · 6:43 AM UTC",Jan 1
114,8:14am,1 Leopard in a tree,"S25, 4.6km W of H4-2 Near Crocodile Bridge",2/5,The Engelbrecht’s,"Jan 1, 2024 · 6:33 AM UTC",Jan 1
117,6:21am,5 Wild Dog on the move,"H1-2, 2.2km W of S83 E junction Near Skukuza",5/5,ThemAndTheirCub,"Jan 1, 2024 · 6:31 AM UTC",Jan 1
119,7:25am,50 Chacma Baboon stationary,"H4-1, 400m W of H12 Near Skukuza",5/5,ThemAndTheirCub,"Jan 1, 2024 · 6:30 AM UTC",Jan 1
120,8:13am,1 Leopard in a tree,"H3, 1.1km N of S110 tar Near Malelane",5/5,JadynStoltz,"Jan 1, 2024 · 6:30 AM UTC",Jan 1
121,7:32am,1 African Rock Python warming up on the left side of the tar road,"H4-1, 2.1km  Wof H12 Near Skukuza",5/5,ThemAndTheirCub,"Jan 1, 2024 · 6:30 AM UTC",Jan 1
