ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
5,1:56pm,1 African Fish Eagle stationary,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:19 PM UTC",16m
6,1:30pm,Mating pair of Lion,"S119, 500m E of Gardenia hide Near Malelane",5/5,Neels,"Jan 1, 2024 · 12:10 PM UTC",25m
7,2:02pm,1 Lion ,"H1-2, at Manzimahle dam Near Skukuza",5/5,Shehzaad,"Jan 1, 2024 · 12:10 PM UTC",25m
9,11:20am,1 Leopard on the move,"H3, 350m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:05 PM UTC",29m
10,12:54pm,2 Lions stationary,"H1-2, 600m W of S83 E junction Near Skukuza",5/5,Zandri F,"Jan 1, 2024 · 11:59 AM UTC",35m
15,12:30pm,1 Leopard relaxing in a marula tree,"S110 tar, 1.4km W of H3 Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 11:49 AM UTC",46m
16,12:37pm,2 Lions stationary,"H4-1, 450m E of H11 Near Skukuza",2/5,Lalessandra,"Jan 1, 2024 · 11:48 AM UTC",46m
17,12:15pm,2 Lions sleeping,"H7, just E of Tamboti turnoff Near Orpen",5/5,Pleunvanderloo,"Jan 1, 2024 · 11:48 AM UTC",46m
19,12:30pm,1 Tawny Eagle stationary,"S119, 300m E of Gardenia hide Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",1h
20,11:50am,1 Martial Eagle stationary,"H3, 400m S of S118 Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",1h
21,10:56am,1 Leopard sleeping,"H10, 2.9km N of S128 S, in leadwood tree Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 11:18 AM UTC",1h
24,11:51am,3 Lions,"S114, 550m S of S22 Near Skukuza",4/5,pezza,"Jan 1, 2024 · 10:08 AM UTC",2h
27,11:20am,1 Leopard in a tree,"H1-1, 1.8km N of S114 Near Skukuza",5/5,adanfra,"Jan 1, 2024 · 9:38 AM UTC",2h
28,10:47am,1 Lion stationary,"H3, 4.8km S of S112 Near Skukuza",5/5,adanfra,"Jan 1, 2024 · 9:38 AM UTC",2h
29,10:56am,1 Leopard sleeping in leadwood tree,"H10, 2.9km N of S128 S junction Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 9:25 AM UTC",3h
30,11:10am,4 Elephants on the move,"S1, 1.5km E of S4 Near Skukuza",5/5,Landog,"Jan 1, 2024 · 9:18 AM UTC",3h
33,10:35am,5 Lions stationary,"H4-2, 300m N of S25, 100m off under a bush Near Crocodile Bridge",3/5,AmyWall,"Jan 1, 2024 · 9:03 AM UTC",3h
