ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
2,10:57am,6 Zebras feeding,"S114, just near H3 Near Malelane",5/5,AnlyrizeVenter,"Jan 8, 2024 · 9:21 AM UTC",37m
5,10:42am,1 Leopard stationary,"S114, 700m from H3 Near Malelane",5/5,Madskongen,"Jan 8, 2024 · 8:58 AM UTC",1h
9,9:47am,1 Leopard in a tree,"S1, 1.2km W of S65 Near Skukuza",5/5,"Haroon, Shaida and Najma","Jan 8, 2024 · 8:52 AM UTC",1h
11,10:20am,3 Cheetah sleeping,"H4-2, just S of Gasanftombi access road Near Crocodile Bridge",2/5,KevinandNatalie,"Jan 8, 2024 · 8:43 AM UTC",1h
12,10:07am,5 Lion on the move,"H4-1, at the Sunset Dam Near Lower Sabie",2/5,KevinandNatalie,"Jan 8, 2024 · 8:33 AM UTC",1h
14,7:54am,1 Leopard in a tree,"H4-1, at the Sunset Dam Near Lower Sabie",2/5,KevinandNatalie,"Jan 8, 2024 · 8:33 AM UTC",1h
18,9:47am,1 Leopard in a tree,"S1, 1.2km W of S65 Near Skukuza",5/5,Zein,"Jan 8, 2024 · 8:01 AM UTC",1h
19,9:30am,2 Buffalo stationary,"S25, 6.9km E of S27 Near Crocodile Bridge",5/5,KrustyDemon1980,"Jan 8, 2024 · 7:49 AM UTC",2h
22,9:10am,1 Leopard hunting,"S1, 1km W of S65 Near Skukuza",5/5,Zein,"Jan 8, 2024 · 7:26 AM UTC",2h
25,8:38am,3 Lion stationary,"S110 gravel, 260m from H3 Near Malelane",2/5,CorliaW,"Jan 8, 2024 · 6:48 AM UTC",3h
30,8:06am,3 Lion stationary,"S110 gravel, 800m from H3 Near Malelane",3/5,Derrichr,"Jan 8, 2024 · 6:21 AM UTC",3h
31,8:15am,1 Leopard in a tree,"S1, 1km W of S65 Near Skukuza",5/5,Jossbrooks,"Jan 8, 2024 · 6:21 AM UTC",3h
32,6:59am,1 Cheetah on the move,"H7, 150m E of S39 Near Satara",4/5,j_zido,"Jan 8, 2024 · 5:50 AM UTC",4h
33,6:19am,5 Lion stationary,"H7, 1.4km E of S106 W entrance Near Orpen",5/5,j_zido,"Jan 8, 2024 · 5:50 AM UTC",4h
34,7:16am,1 Leopard in a tree with kill,"S130, 3.5km from H4-2 S entrance Near Crocodile Bridge",2/5,yury,"Jan 8, 2024 · 5:35 AM UTC",4h
36,6:57am,1 Cheetah on the move,"H7, just E of S39 Near Satara",5/5,FLuFFyBuNNyFeeT,"Jan 8, 2024 · 5:16 AM UTC",4h
39,5:26am,20 plus Chacma Baboon stationary,"H4-2, 300m N of S25 Near Crocodile Bridge",5/5,xbd_llxh,"Jan 8, 2024 · 5:07 AM UTC",4h
40,5:30am,1 Black backed Jackal stationary,"S25, 700m from H4-2 Near Crocodile Bridge",5/5,xbd_llxh,"Jan 8, 2024 · 5:07 AM UTC",4h
56,10:22am,2 Lions on the move,"S110 tar road, 1.9km W of the H3 Near Malelane",5/5,Callum14,"Jan 7, 2024 · 9:45 AM UTC",Jan 7
57,5:02am,2 Lions stationary,"H7, just E of the S106 W entrance Near Orpen",5/5,j_zido,"Jan 7, 2024 · 9:45 AM UTC",Jan 7
60,7:25am,Herd of Buffalo stationary,"S110 sand road, 4km E of Matjulu Waterhole Near Berg-en-Dal",4/5,Jayden,"Jan 7, 2024 · 9:44 AM UTC",Jan 7
61,5:29am,1 Lion stationary,"S143, just E of Tihongonyeni Waterhole Near Mopani",5/5,Bush_maniac,"Jan 7, 2024 · 9:44 AM UTC",Jan 7
63,6:34am,1 Leopard in a tree,"H7, 500m E of the S12 Near Satara",1/5,Jandrevj3,"Jan 7, 2024 · 9:43 AM UTC",Jan 7
67,7:34am,Pride of Lion on a kill,"H14, 1.9km N of the S136 Near Mopani",5/5,Colleen,"Jan 7, 2024 · 9:38 AM UTC",Jan 7
69,6:14am,7 Giraffe stationary,"S131, N of the H9 Near Phalaborwa",5/5,Morné van Zyl,"Jan 7, 2024 · 4:34 AM UTC",Jan 7
72,5:34pm,1 Spotted Hyena stationary,"H3, 2.5km S of Afsaal Near Malelane",5/5,Jonnyribas,"Jan 6, 2024 · 3:55 PM UTC",Jan 6
73,5:04pm,5 Lions on the move,"H3, 1km S of H1-1 Near Skukuza",5/5,Jonnyribas,"Jan 6, 2024 · 3:55 PM UTC",Jan 6
74,5:23am,1 Lion stationary,"H1-1, 700m W of H3 Near Skukuza",5/5,Hayl,"Jan 6, 2024 · 3:46 PM UTC",Jan 6
76,5:16pm,1 Leopard stationary,"H14, at Nandzana waterhole Near Phalaborwa Gate",5/5,SilBern,"Jan 6, 2024 · 3:21 PM UTC",Jan 6
77,10:40am,Cape vulture and Wahlberg’s Eagle in a tree,"H4-2, 900m N of H5 Near Lower Sabie",5/5,Poppie and the Family,"Jan 6, 2024 · 3:20 PM UTC",Jan 6
78,11:15am,11 Common Ostrichs,"S49, Mooiplass Near Mopani",5/5,Schmitt Family,"Jan 6, 2024 · 2:59 PM UTC",Jan 6
79,8:22am,Clan of Spotted Hyena stationary,"H1-6, 6km S of Tsendze Near Mopani",5/5,Schmitt Family,"Jan 6, 2024 · 2:33 PM UTC",Jan 6
81,3:40pm,2 Tawny Eagles in a tree,"H4-1, just 3km after Nkuhlu Near Lower Sabie",5/5,Rummaanah,"Jan 6, 2024 · 2:25 PM UTC",Jan 6
83,12:15pm,1 Leopard stationary,"H3, 9.5km N of Afsaal Near Jock Safari Lodge",5/5,Jacquez,"Jan 6, 2024 · 2:21 PM UTC",Jan 6
84,3:59pm,2 Tawny Eagles in a tree,"H4-1, just after Nkuhlu Near Lower Sabie",3/5,Aamina,"Jan 6, 2024 · 2:21 PM UTC",Jan 6
85,3:55pm,1 Leopard in a tree,"S1, 2.5km E from S65 entrance Near Skukuza",2/5,Christa,"Jan 6, 2024 · 2:21 PM UTC",Jan 6
87,2:51pm,1 Leopard stationary,"H3, 850m S of Biyamiti Bridge Near Jock Safari Lodge",3/5,SuzjeanGreyling,"Jan 6, 2024 · 1:58 PM UTC",Jan 6
88,12:02pm,5 Lions sleeping,"H4-1, 1.7km E of S21 Near Lower Sabie",2/5,SuzjeanGreyling,"Jan 6, 2024 · 1:58 PM UTC",Jan 6
89,3:28pm,1 Water Monitor on the move,"S28, 1.2km E of H4-2 S junction Near Crocodile Bridge",4/5,mrklaassen,"Jan 6, 2024 · 1:57 PM UTC",Jan 6
90,2:45pm,2 Lions stationary,"H1-2, between The Marula Loop Entrances Near Skukuza",5/5,Areff,"Jan 6, 2024 · 1:31 PM UTC",Jan 6
94,8:14am,1 Buffalo stationary,"H1-2, 650m W of S83 E junction Near Skukuza",4/5,Jonnyribas,"Jan 6, 2024 · 12:39 PM UTC",Jan 6
96,12:57pm,10 Buffalos stationary,"S110 tar, 4.7km W of H3 Near Malelane",5/5,JosieG,"Jan 6, 2024 · 12:08 PM UTC",Jan 6
97,12:02pm,5 Lions sleeping,"H4-1, 1.7km E of S21 Near Lower Sabie",2/5,SuzjaenGreyling,"Jan 6, 2024 · 12:08 PM UTC",Jan 6
99,12:15pm,Photo of Leopard stationary,"H3, 9.5km N of Afsaal, on ground behind bush. Difficult vis although close to road. East side Near Malelane",3/5,Jean - Discover Kruger Safaris,"Jan 6, 2024 · 10:59 AM UTC",Jan 6
100,12:15pm,1 Leopard stationary,"H3, 9.5km N of Afsaal, on ground behind bush. Difficult vis although close to road. East side Near Malelane",3/5,Jean - Discover Kruger Safaris,"Jan 6, 2024 · 10:53 AM UTC",Jan 6
101,10:23am,1 Elephant eating,"H11, 1.4km E of S1 Near Skukuza",4/5,Ldawg,"Jan 6, 2024 · 10:49 AM UTC",Jan 6
102,6:55am,1 Cheetah stationary,"H7, 550m E of S39 Near Satara",4/5,HaydenWilson,"Jan 6, 2024 · 10:49 AM UTC",Jan 6
103,11:55am,7 Buffalos stationary,"S121, 2.5km E of H3 Near Malelane",5/5,RenedelaPeyre,"Jan 6, 2024 · 10:49 AM UTC",Jan 6
104,11:23am,1 Wild Dog stationary,"H11, 2.1km E of S1 Near Skukuza",2/5,Tux1979,"Jan 6, 2024 · 10:49 AM UTC",Jan 6
107,4:43am,1 Marabou Stork stationary,"H1-3, 200m South of Sweni Bridge Near Satara",5/5,Keaton and the Anthony's,"Jan 6, 2024 · 10:02 AM UTC",Jan 6
110,10:15am,1 Leopard stationary,"S25, about 7km W of S27 Near Crocodile Bridge",4/5,Rummaanah,"Jan 6, 2024 · 9:29 AM UTC",Jan 6
114,11:00am,1 Leopard stationary,"S25, 6.2km E of S26 on S side, a bit distant but on open branch Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 9:29 AM UTC",Jan 6
115,10:26am,1 Leopard in a tree,"S25, about 5km W of S27 Near Crocodile Bridge",3/5,rinagrobbelaar,"Jan 6, 2024 · 8:44 AM UTC",Jan 6
116,10:04am,5 Wild Dog stationary,"S25, 1.5km E of S119 Near Malelane",4/5,Sarel1234,"Jan 6, 2024 · 8:44 AM UTC",Jan 6
118,9:29am,1 Leopard Tortoise ,"S25, 10.7km E of S119 Near Malelane",5/5,JosieG,"Jan 6, 2024 · 8:44 AM UTC",Jan 6
119,10:23am,4 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Temfam,"Jan 6, 2024 · 8:35 AM UTC",Jan 6
120,9:27am,1 Kori Bustard,"H4-2, 100m N of S25 Near Crocodile Bridge",5/5,Poppie and the family,"Jan 6, 2024 · 7:44 AM UTC",Jan 6
121,9:20am,1 Leopard on a kill,"S114, 400m East of H3 Near Malelane",2/5,Eugene,"Jan 6, 2024 · 7:43 AM UTC",Jan 6
122,6:25am,3 Cheetahs on the move,"S28, were lying down on ridge 1km from H4-2 S entrance on N side. They got mobile and went behind the ridge. Lost vis. Near Crocodile Bridge",5/5,Christelle - Capture Nature kruger Safaris,"Jan 6, 2024 · 7:39 AM UTC",Jan 6
124,5:55am,1 Lion stationary,"S25, 600m W of S27. N side Near Crocodile Bridge",5/5,Christelle - Capture Nature kruger Safaris,"Jan 6, 2024 · 7:39 AM UTC",Jan 6
125,9:15am,1 Cheetah chasing,"S28, 1.2km E of H4-2 S Near Crocodile Bridge",3/5,Markupretorius,"Jan 6, 2024 · 7:38 AM UTC",Jan 6
126,9:11am,3 Cheetahs stationary,"S28, 600m E of H4-2 S Near Crocodile Bridge",5/5,Ernievdv,"Jan 6, 2024 · 7:38 AM UTC",Jan 6
127,9:08am,1 Leopard in a tree,"S25, 6.2km E of S26 Near Crocodile Bridge",5/5,RenedelePeyre,"Jan 6, 2024 · 7:38 AM UTC",Jan 6
128,8:37am,20 Chacma Baboons on the move and Impala,"S1, 2km W of H11 Near Skukuza",5/5,beomingmi,"Jan 6, 2024 · 7:37 AM UTC",Jan 6
129,7:31am,5 Elephants eating,"H4-2, 1.1km S of S130 N Near Lower Sabie",5/5,shakiraryan,"Jan 6, 2024 · 7:37 AM UTC",Jan 6
133,6:35am,2 Black backed Jackals playing,"S143, at the Tihongonyeni waterhole. Near Mopani",5/5,Aetta Fourie,"Jan 6, 2024 · 7:01 AM UTC",Jan 6
