ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
4,1:30pm,11 Lions stationary,"H1-3, near Mazithi Dam Near Tshokwane",4/5,ViajerosCallejeros,"Dec 24, 2023 · 2:03 PM UTC",21h
7,11:50am,1 Bateleur in a tree,"H3, 1.9km N of the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 2:02 PM UTC",21h
9,6:29am,6 Elephants on the move,"H14, 3.1km N of the H9 Near Phalaborwa",5/5,DieStanders,"Dec 24, 2023 · 2:01 PM UTC",21h
10,12:14pm,1 Lion stationary,"S28, 2.8km N of the H4-2 S entrance Near Crocodile Bridge",4/5,prish,"Dec 24, 2023 · 2:01 PM UTC",21h
13,10:30am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",5/5,Chanelle,"Dec 24, 2023 · 12:23 PM UTC",23h
21,7:00am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",3/5,Rogerio Aiyavoo,"Dec 24, 2023 · 12:20 PM UTC",23h
22,8:00am,1 Leopard in a tree,"S4, N of the S1 Near Skukuza",3/5,Ayesha,"Dec 24, 2023 · 12:19 PM UTC",23h
23,8:40am,1 Martial Eagle stationary,"H3, at the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:54 AM UTC",Dec 24
25,8:11am,1 Honey Badger on the move,"S1, 500m from the S3 Near Pretoriuskop",5/5,Danz05,"Dec 24, 2023 · 9:54 AM UTC",Dec 24
28,6:38am,8 Elephants on the move,"S130, 1.4km N of the H4-2 S entrance Near Crocodile Bridge",5/5,Rafaelco,"Dec 24, 2023 · 9:53 AM UTC",Dec 24
29,6:00am,1 Leopard stationary,"S110 tar road, 3.6km W of the H3 Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:53 AM UTC",Dec 24
30,5:00am,1 Leopard on the move,"S110 tar road, 4.4km W of the H3 Near Malelane",5/5,Hemara,"Dec 24, 2023 · 9:52 AM UTC",Dec 24
33,1:35pm,1 Leopard in a tree,"H3, 500m N of S112 Near Skukuza",5/5,Gerrie - Kruger Gateway Safaris,"Dec 23, 2023 · 3:55 PM UTC",Dec 23
34,1:00pm,2 Lions stationary,"S100, 8km E of H1-3 Near Satara",4/5,Raheel,"Dec 23, 2023 · 3:55 PM UTC",Dec 23
35,4:59pm,3 Lions still there stationary,"S130, 3.5km N of H4-2 S junction Near Crocodile bridge",5/5,Vaiks,"Dec 23, 2023 · 3:55 PM UTC",Dec 23
36,5:11pm,3 Lions on the move,"S130, 3km N of H4-2 S junction Near Crocodile bridge",5/5,Eesa Tayob,"Dec 23, 2023 · 3:54 PM UTC",Dec 23
37,5:11pm,1 Sable Antelope,"S36, at H1-2 junction Near Skukuza",5/5,Tinged by@DeevhahD,"Dec 23, 2023 · 3:54 PM UTC",Dec 23
38,4:45pm,1 Leopard stationary,"H4-1, resting under tree at the back of Sunset dam Near Lower Sabie",3/5,Lisl,"Dec 23, 2023 · 3:54 PM UTC",Dec 23
39,12:45pm,Pride of Lion stationary,"S34, 10.7km E of S36 Near Tshokwane",4/5,Henri and Rudi,"Dec 23, 2023 · 3:54 PM UTC",Dec 23
40,10:33am,1 Leopard in a tree,"H1-3, at Marheya dam Near Satara",4/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC",Dec 23
42,3:22pm,4 Lions stationary,"S37, 13km N of S35. 100m in the bush Near Tshokwane",1/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC",Dec 23
45,11:31am,6 Elephants eating,"H4-2, 5.9km N of H5 Near Lower Sabie",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC",Dec 23
46,11:10am,1 Buffalo eating,"H4-2, 2.4km S of H5 Near Crocodile Bridge",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC",Dec 23
47,3:48pm,2 Buffalos stationary,"S25, 5.6km E of S26 Near Crocodile Bridge",5/5,Marianne6932,"Dec 23, 2023 · 2:13 PM UTC",Dec 23
48,1:06pm,20 Elephants on the move,"H10, 9.6km N of H4-2 Near Lower Sabie",5/5,goost,"Dec 23, 2023 · 2:13 PM UTC",Dec 23
50,2:38pm,5 Buffalos stationary,"H2-2, 650m N of S20 Near Pretoriuskop",4/5,Mauritz,"Dec 23, 2023 · 12:52 PM UTC",Dec 23
51,8:15am,1 Leopard crossed road,"S65, 5.9km N of H1-1 Near Skukuza",3/5,Marianne6932,"Dec 23, 2023 · 12:52 PM UTC",Dec 23
53,12:56pm,3 Lions stationary,"S25, 300m E of S114 Near Malelane",2/5,AfricanBushKingdom,"Dec 23, 2023 · 11:50 AM UTC",Dec 23
54,1:23pm,3 Lions stationary,"S130, 3.4km N of H4-2 S junction Near Crocodile Bridge",5/5,G Roodt,"Dec 23, 2023 · 11:50 AM UTC",Dec 23
57,1:20pm,1 Leopard in a tree,"H3, 500m to S112 junction Near Skukuza",4/5,Danz05,"Dec 23, 2023 · 11:38 AM UTC",Dec 23
58,10:43am,2 Buffalos grazing,"S25, just E of S26 Near Crocodile bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 11:00 AM UTC",Dec 23
60,11:21am,30 Buffalos crossed road,"S25, 3.4km S of S139 towards Malelane Near Biyamiti Bush Camp",5/5,AfricanBushKingdom,"Dec 23, 2023 · 10:59 AM UTC",Dec 23
61,11:25am,1 Lion sleeping,"H7, 1.7km E of S106 W junction Near Orpen",1/5,Ludmilla,"Dec 23, 2023 · 10:59 AM UTC",Dec 23
62,8:04am,Pack of Wild Dog on the move,"S25, 900m W of S26. Moved off N. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC",Dec 23
63,9:16am,Pride of Lion stationary,"S25, 400m E from S114, in the shade. Distant visual under bushes. Near Malelane",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC",Dec 23
65,8:25am,1 Elephant drinking,"S65, at N'waswitshaka waterhole Near Skukuza",5/5,Kumbana,"Dec 23, 2023 · 10:40 AM UTC",Dec 23
66,10:40am,2 Elephants fighting,"H1-3, in Kumana dam Near Tshokwane",5/5,Raheel,"Dec 23, 2023 · 10:39 AM UTC",Dec 23
67,11:10am,4 Southern Ground Hornbills,"S1, at S4 junction Near Skukuza",5/5,Lesley,"Dec 23, 2023 · 10:39 AM UTC",Dec 23
68,10:40am,Herd of Elephant swimming,"H1-3, in Kumana dam Near Tshokwane",5/5,Raheel,"Dec 23, 2023 · 10:38 AM UTC",Dec 23
77,6:28am,3 Lions stationary,"S100, 8.3km E of H1-3 Near Satara",2/5,Ludmilla,"Dec 23, 2023 · 10:33 AM UTC",Dec 23
78,9:44am,1 Maraboue Stork in a tree,"S25, 1.3km W of H4-2 Near Crocodile Bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 9:05 AM UTC",Dec 23
79,9:49am,3 Lion sleeping,"S25, 900m E of S114 Near Malelane",3/5,adanfra,"Dec 23, 2023 · 9:05 AM UTC",Dec 23
80,10:02am,1 Leopard in a tree,"S25, 1.8km W of S27 Near Crocodile Bridge",3/5,AfricanBushKingdom,"Dec 23, 2023 · 9:05 AM UTC",Dec 23
81,10:23am,6 Elephant ,"S114, 1.8km S of S25 Near Malelane",5/5,CStrijdom,"Dec 23, 2023 · 9:05 AM UTC",Dec 23
