ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
3,9:52am,Pack of Wild Dog hunting,"H3, about 100m from Afsaal. Near Malelane",5/5,Pat,"Dec 27, 2023 · 7:57 AM UTC",16m
4,9:30am,3 Lion stationary,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",5/5,Neels,"Dec 27, 2023 · 7:53 AM UTC",20m
13,8:10am,2 African Fish Eagle in 2 different trees,"S25, 200m E of S26 Near Crocodile Bridge",5/5,Neels,"Dec 27, 2023 · 6:19 AM UTC",1h
15,7:58am,3 Lion stationary,"S28, 1.5km E from the H4-2 S entrance. Near Crocodile Bridge",3/5,SMG GROUP,"Dec 27, 2023 · 6:19 AM UTC",1h
16,7:18am,3 Wild Dog on the move,"H3, near Afsaal Near Malelane",4/5,Candy,"Dec 27, 2023 · 5:35 AM UTC",2h
17,7:20am,1 Leopard moved off tree,"S25, 16.4km E from the Lukimbi entrance Near Biyamiti Bush Camp",5/5,Neels,"Dec 27, 2023 · 5:35 AM UTC",2h
18,7:20am,1 Tree blocking the road,"S65, causeway between the H1-1 and S1 Near Skukuza",5/5,Nhlamulo,"Dec 27, 2023 · 5:32 AM UTC",2h
19,6:59am,3 Lion stationary,"S28, 1.5km E from the H4-2 S entrance. Near Crocodile Bridge",2/5,Duval,"Dec 27, 2023 · 5:16 AM UTC",2h
20,6:50am,Vurhami pride of Lion stationary,"S28, 1.5km E from the H4-2 S entrance. On E side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 27, 2023 · 5:03 AM UTC",3h
22,6:27am,5 Lion hunting Blue Wildebeest,"H7, at Tamboti camp turnoff Near Orpen",5/5,Boatman3678,"Dec 27, 2023 · 4:36 AM UTC",3h
28,2:37pm,1 Leopard ,"H10, 10.4km N of H4-2 Near Lower Sabie",3/5,Madz009,"Dec 26, 2023 · 3:56 PM UTC",16h
29,8:14am,1 Leopard in a tree,"S82, off the H4-2 S Near Lower Sabie",5/5,Bhana Fam,"Dec 26, 2023 · 3:35 PM UTC",16h
31,2:17pm,1 Lion stationary,"H1-2, 3km E of S83 W junction Near Skukuza",1/5,Fikiz and Co,"Dec 26, 2023 · 3:25 PM UTC",16h
32,4:10pm,1 Bateleur,"S110 sand, 5km W of H3 Near Berg En Dal",4/5,Neels,"Dec 26, 2023 · 3:05 PM UTC",17h
33,4:15pm,2 Leopards on the move,"H3, Mlambane Bridge Near Malelane",5/5,NY ENERGY,"Dec 26, 2023 · 3:01 PM UTC",17h
34,3:15pm,10 Wild Dogs stationary,"H12, 500m N of H12 bridge Near Skukuza",5/5,Wolfie and Diedre,"Dec 26, 2023 · 3:00 PM UTC",17h
35,10:30am,4 Wild Dogs stationary,"H2-2, 5.4km W of S114 Near Malelane",3/5,em cutts,"Dec 26, 2023 · 2:57 PM UTC",17h
36,8:18am,1 Spotted Hyena on the move,"H7, 3.2km W of S106 E junction Near Orpen",1/5,Ashlynf,"Dec 26, 2023 · 2:56 PM UTC",17h
