ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
3,1:35pm,1 Leopard in a tree,"H3, 500m N of S112 Near Skukuza",5/5,Gerrie - Kruger Gateway Safaris,"Dec 23, 2023 · 3:55 PM UTC",16h
4,1:00pm,2 Lions stationary,"S100, 8km E of H1-3 Near Satara",4/5,Raheel,"Dec 23, 2023 · 3:55 PM UTC",16h
5,4:59pm,3 Lions still there stationary,"S130, 3.5km N of H4-2 S junction Near Crocodile bridge",5/5,Vaiks,"Dec 23, 2023 · 3:55 PM UTC",16h
6,5:11pm,3 Lions on the move,"S130, 3km N of H4-2 S junction Near Crocodile bridge",5/5,Eesa Tayob,"Dec 23, 2023 · 3:54 PM UTC",16h
7,5:11pm,1 Sable Antelope,"S36, at H1-2 junction Near Skukuza",5/5,Tinged by@DeevhahD,"Dec 23, 2023 · 3:54 PM UTC",16h
8,4:45pm,1 Leopard stationary,"H4-1, resting under tree at the back of Sunset dam Near Lower Sabie",3/5,Lisl,"Dec 23, 2023 · 3:54 PM UTC",16h
9,12:45pm,Pride of Lion stationary,"S34, 10.7km E of S36 Near Tshokwane",4/5,Henri and Rudi,"Dec 23, 2023 · 3:54 PM UTC",16h
10,10:33am,1 Leopard in a tree,"H1-3, at Marheya dam Near Satara",4/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC",16h
12,3:22pm,4 Lions stationary,"S37, 13km N of S35. 100m in the bush Near Tshokwane",1/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC",16h
15,11:31am,6 Elephants eating,"H4-2, 5.9km N of H5 Near Lower Sabie",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC",18h
16,11:10am,1 Buffalo eating,"H4-2, 2.4km S of H5 Near Crocodile Bridge",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC",18h
17,3:48pm,2 Buffalos stationary,"S25, 5.6km E of S26 Near Crocodile Bridge",5/5,Marianne6932,"Dec 23, 2023 · 2:13 PM UTC",18h
18,1:06pm,20 Elephants on the move,"H10, 9.6km N of H4-2 Near Lower Sabie",5/5,goost,"Dec 23, 2023 · 2:13 PM UTC",18h
20,2:38pm,5 Buffalos stationary,"H2-2, 650m N of S20 Near Pretoriuskop",4/5,Mauritz,"Dec 23, 2023 · 12:52 PM UTC",19h
21,8:15am,1 Leopard crossed road,"S65, 5.9km N of H1-1 Near Skukuza",3/5,Marianne6932,"Dec 23, 2023 · 12:52 PM UTC",19h
